순번,날짜,시간,OPS,선물가격
1132,2015-09-11,15:12:00,1930.750000,1930.75
1133,2015-09-11,15:13:00,1930.750000,1930.75
1134,2015-09-11,15:14:00,1931.750000,1931.75
1135,2015-09-11,15:15:00,1932.750000,1932.75
1136,2015-09-11,15:16:00,1932.500000,1932.50
1137,2015-09-11,15:17:00,1932.500000,1932.50
1138,2015-09-11,15:18:00,1932.500000,1932.50
1139,2015-09-11,15:19:00,1931.750000,1931.75
1140,2015-09-11,15:20:00,1931.750000,1931.75
1141,2015-09-11,15:21:00,1932.250000,1932.25
1142,2015-09-11,15:22:00,1932.000000,1932.00
1143,2015-09-11,15:23:00,1932.250000,1932.25
1144,2015-09-11,15:24:00,1932.250000,1932.25
1145,2015-09-11,15:25:00,1932.750000,1932.75
1146,2015-09-11,15:26:00,1932.250000,1932.25
1147,2015-09-11,15:27:00,1932.500000,1932.50
1148,2015-09-11,15:28:00,1932.750000,1932.75
1149,2015-09-11,15:29:00,1933.500000,1933.50
1150,2015-09-11,15:30:00,1933.500000,1933.50
1151,2015-09-11,15:31:00,1932.500000,1932.50
1152,2015-09-11,15:32:00,1933.500000,1933.50
1153,2015-09-11,15:33:00,1934.000000,1934.00
1154,2015-09-11,15:34:00,1934.750000,1934.75
1155,2015-09-11,15:35:00,1931.500000,1931.50
1156,2015-09-11,15:36:00,1933.750000,1933.75
1157,2015-09-11,15:37:00,1936.000000,1936.00
1158,2015-09-11,15:38:00,1936.250000,1936.25
1159,2015-09-11,15:39:00,1935.000000,1935.00
1160,2015-09-11,15:40:00,1934.750000,1934.75
1161,2015-09-11,15:41:00,1936.250000,1936.25
1162,2015-09-11,15:42:00,1936.750000,1936.75
1163,2015-09-11,15:43:00,1936.000000,1936.00
1164,2015-09-11,15:44:00,1934.750000,1934.75
1165,2015-09-11,15:45:00,1936.000000,1936.00
1166,2015-09-11,15:46:00,1934.500000,1934.50
1167,2015-09-11,15:47:00,1934.000000,1934.00
1168,2015-09-11,15:48:00,1934.500000,1934.50
1169,2015-09-11,15:49:00,1933.250000,1933.25
1170,2015-09-11,15:50:00,1932.750000,1932.75
1171,2015-09-11,15:51:00,1932.000000,1932.00
1172,2015-09-11,15:52:00,1933.500000,1933.50
1173,2015-09-11,15:53:00,1932.750000,1932.75
1174,2015-09-11,15:54:00,1933.500000,1933.50
1175,2015-09-11,15:55:00,1933.750000,1933.75
1176,2015-09-11,15:56:00,1933.500000,1933.50
1177,2015-09-11,15:57:00,1933.250000,1933.25
1178,2015-09-11,15:58:00,1931.750000,1931.75
1179,2015-09-11,15:59:00,1930.500000,1930.50
1180,2015-09-11,16:00:00,1929.250000,1929.25
1181,2015-09-11,16:01:00,1928.750000,1928.75
1182,2015-09-11,16:02:00,1929.000000,1929.00
1183,2015-09-11,16:03:00,1930.000000,1930.00
1184,2015-09-11,16:04:00,1930.000000,1930.00
1185,2015-09-11,16:05:00,1928.750000,1928.75
1186,2015-09-11,16:06:00,1929.750000,1929.75
1187,2015-09-11,16:07:00,1928.750000,1928.75
1188,2015-09-11,16:08:00,1929.000000,1929.00
1189,2015-09-11,16:09:00,1930.500000,1930.50
1190,2015-09-11,16:10:00,1930.500000,1930.50
1191,2015-09-11,16:11:00,1930.500000,1930.50
1192,2015-09-11,16:12:00,1930.500000,1930.50
1193,2015-09-11,16:13:00,1931.500000,1931.50
1194,2015-09-11,16:14:00,1930.500000,1930.50
1195,2015-09-11,16:15:00,1930.750000,1930.75
1196,2015-09-11,16:16:00,1930.500000,1930.50
1197,2015-09-11,16:17:00,1931.250000,1931.25
1198,2015-09-11,16:18:00,1932.250000,1932.25
1199,2015-09-11,16:19:00,1932.500000,1932.50
1200,2015-09-11,16:20:00,1933.500000,1933.50
1201,2015-09-11,16:21:00,1934.250000,1934.25
1202,2015-09-11,16:22:00,1933.500000,1933.50
1203,2015-09-11,16:23:00,1933.500000,1933.50
1204,2015-09-11,16:24:00,1934.250000,1934.25
1205,2015-09-11,16:25:00,1933.750000,1933.75
1206,2015-09-11,16:26:00,1933.750000,1933.75
1207,2015-09-11,16:27:00,1934.500000,1934.50
1208,2015-09-11,16:28:00,1934.500000,1934.50
1209,2015-09-11,16:29:00,1933.500000,1933.50
1210,2015-09-11,16:30:00,1932.250000,1932.25
1211,2015-09-11,16:31:00,1932.250000,1932.25
1212,2015-09-11,16:32:00,1932.750000,1932.75
1213,2015-09-11,16:33:00,1932.500000,1932.50
1214,2015-09-11,16:34:00,1932.500000,1932.50
1215,2015-09-11,16:35:00,1932.250000,1932.25
1216,2015-09-11,16:36:00,1931.000000,1931.00
1217,2015-09-11,16:37:00,1930.750000,1930.75
1218,2015-09-11,16:38:00,1931.000000,1931.00
1219,2015-09-11,16:39:00,1931.500000,1931.50
1220,2015-09-11,16:40:00,1933.500000,1933.50
1221,2015-09-11,16:41:00,1933.250000,1933.25
1222,2015-09-11,16:42:00,1932.750000,1932.75
1223,2015-09-11,16:43:00,1934.250000,1934.25
1224,2015-09-11,16:44:00,1934.000000,1934.00
1225,2015-09-11,16:45:00,1934.500000,1934.50
1226,2015-09-11,16:46:00,1934.250000,1934.25
1227,2015-09-11,16:47:00,1932.750000,1932.75
1228,2015-09-11,16:48:00,1933.500000,1933.50
1229,2015-09-11,16:49:00,1933.500000,1933.50
1230,2015-09-11,16:50:00,1932.750000,1932.75
1231,2015-09-11,16:51:00,1932.250000,1932.25
1232,2015-09-11,16:52:00,1931.750000,1931.75
1233,2015-09-11,16:53:00,1932.000000,1932.00
1234,2015-09-11,16:54:00,1931.250000,1931.25
1235,2015-09-11,16:55:00,1930.000000,1930.00
1236,2015-09-11,16:56:00,1929.250000,1929.25
1237,2015-09-11,16:57:00,1930.000000,1930.00
1238,2015-09-11,16:58:00,1930.000000,1930.00
1239,2015-09-11,16:59:00,1930.500000,1930.50
1240,2015-09-11,17:00:00,1930.500000,1930.50
1241,2015-09-11,17:01:00,1930.000000,1930.00
1242,2015-09-11,17:02:00,1931.750000,1931.75
1243,2015-09-11,17:03:00,1930.500000,1930.50
1244,2015-09-11,17:04:00,1930.750000,1930.75
1245,2015-09-11,17:05:00,1931.250000,1931.25
1246,2015-09-11,17:06:00,1931.250000,1931.25
1247,2015-09-11,17:07:00,1932.750000,1932.75
1248,2015-09-11,17:08:00,1933.000000,1933.00
1249,2015-09-11,17:09:00,1932.500000,1932.50
1250,2015-09-11,17:10:00,1932.500000,1932.50
1251,2015-09-11,17:11:00,1931.750000,1931.75
1252,2015-09-11,17:12:00,1931.500000,1931.50
1253,2015-09-11,17:13:00,1931.500000,1931.50
1254,2015-09-11,17:14:00,1931.750000,1931.75
1255,2015-09-11,17:15:00,1931.000000,1931.00
1256,2015-09-11,17:16:00,1930.500000,1930.50
1257,2015-09-11,17:17:00,1931.000000,1931.00
1258,2015-09-11,17:18:00,1930.000000,1930.00
1259,2015-09-11,17:19:00,1931.000000,1931.00
1260,2015-09-11,17:20:00,1932.000000,1932.00
1261,2015-09-11,17:21:00,1932.000000,1932.00
1262,2015-09-11,17:22:00,1931.500000,1931.50
1263,2015-09-11,17:23:00,1930.500000,1930.50
1264,2015-09-11,17:24:00,1931.750000,1931.75
1265,2015-09-11,17:25:00,1932.000000,1932.00
1266,2015-09-11,17:26:00,1932.000000,1932.00
1267,2015-09-11,17:27:00,1933.500000,1933.50
1268,2015-09-11,17:28:00,1933.000000,1933.00
1269,2015-09-11,17:29:00,1933.750000,1933.75
1270,2015-09-11,17:30:00,1935.250000,1935.25
1271,2015-09-11,17:31:00,1933.500000,1933.50
1272,2015-09-11,17:32:00,1934.250000,1934.25
1273,2015-09-11,17:33:00,1933.250000,1933.25
1274,2015-09-11,17:34:00,1933.000000,1933.00
1275,2015-09-11,17:35:00,1932.500000,1932.50
1276,2015-09-11,17:36:00,1933.750000,1933.75
1277,2015-09-11,17:37:00,1933.500000,1933.50
1278,2015-09-11,17:38:00,1933.750000,1933.75
1279,2015-09-11,17:39:00,1934.500000,1934.50
1280,2015-09-11,17:40:00,1936.750000,1936.75
1281,2015-09-11,17:41:00,1936.250000,1936.25
1282,2015-09-11,17:42:00,1935.750000,1935.75
1283,2015-09-11,17:43:00,1936.000000,1936.00
1284,2015-09-11,17:44:00,1936.000000,1936.00
1285,2015-09-11,17:45:00,1936.500000,1936.50
1286,2015-09-11,17:46:00,1935.500000,1935.50
1287,2015-09-11,17:47:00,1935.000000,1935.00
1288,2015-09-11,17:48:00,1935.250000,1935.25
1289,2015-09-11,17:49:00,1936.000000,1936.00
1290,2015-09-11,17:50:00,1935.500000,1935.50
1291,2015-09-11,17:51:00,1936.500000,1936.50
1292,2015-09-11,17:52:00,1939.000000,1939.00
1293,2015-09-11,17:53:00,1939.500000,1939.50
1294,2015-09-11,17:54:00,1938.750000,1938.75
1295,2015-09-11,17:55:00,1939.750000,1939.75
1296,2015-09-11,17:56:00,1939.750000,1939.75
1297,2015-09-11,17:57:00,1938.750000,1938.75
1298,2015-09-11,17:58:00,1939.250000,1939.25
1299,2015-09-11,17:59:00,1939.000000,1939.00
1300,2015-09-11,18:00:00,1939.250000,1939.25
1301,2015-09-11,18:01:00,1939.500000,1939.50
1302,2015-09-11,18:02:00,1938.500000,1938.50
1303,2015-09-11,18:03:00,1939.750000,1939.75
1304,2015-09-11,18:04:00,1942.000000,1942.00
1305,2015-09-11,18:05:00,1943.250000,1943.25
1306,2015-09-11,18:06:00,1943.500000,1943.50
1307,2015-09-11,18:07:00,1942.750000,1942.75
1308,2015-09-11,18:08:00,1942.250000,1942.25
1309,2015-09-11,18:09:00,1942.000000,1942.00
1310,2015-09-11,18:10:00,1942.250000,1942.25
1311,2015-09-11,18:11:00,1943.000000,1943.00
1312,2015-09-11,18:12:00,1944.250000,1944.25
1313,2015-09-11,18:13:00,1943.250000,1943.25
1314,2015-09-11,18:14:00,1944.250000,1944.25
1315,2015-09-11,18:15:00,1944.250000,1944.25
1316,2015-09-11,18:16:00,1943.750000,1943.75
1317,2015-09-11,18:17:00,1942.750000,1942.75
1318,2015-09-11,18:18:00,1943.000000,1943.00
1319,2015-09-11,18:19:00,1942.500000,1942.50
1320,2015-09-11,18:20:00,1943.000000,1943.00
1321,2015-09-11,18:21:00,1942.250000,1942.25
1322,2015-09-11,18:22:00,1942.500000,1942.50
1323,2015-09-11,18:23:00,1941.250000,1941.25
1324,2015-09-11,18:24:00,1941.750000,1941.75
1325,2015-09-11,18:25:00,1942.250000,1942.25
1326,2015-09-11,18:26:00,1942.500000,1942.50
1327,2015-09-11,18:27:00,1941.750000,1941.75
1328,2015-09-11,18:28:00,1942.500000,1942.50
1329,2015-09-11,18:29:00,1942.500000,1942.50
1330,2015-09-11,18:30:00,1943.500000,1943.50
1331,2015-09-11,18:31:00,1943.500000,1943.50
1332,2015-09-11,18:32:00,1942.750000,1942.75
1333,2015-09-11,18:33:00,1943.000000,1943.00
1334,2015-09-11,18:34:00,1943.000000,1943.00
1335,2015-09-11,18:35:00,1943.000000,1943.00
1336,2015-09-11,18:36:00,1942.750000,1942.75
1337,2015-09-11,18:37:00,1942.000000,1942.00
1338,2015-09-11,18:38:00,1942.000000,1942.00
1339,2015-09-11,18:39:00,1941.250000,1941.25
1340,2015-09-11,18:40:00,1941.250000,1941.25
1341,2015-09-11,18:41:00,1941.500000,1941.50
1342,2015-09-11,18:42:00,1941.000000,1941.00
1343,2015-09-11,18:43:00,1941.000000,1941.00
1344,2015-09-11,18:44:00,1941.000000,1941.00
1345,2015-09-11,18:45:00,1942.500000,1942.50
1346,2015-09-11,18:46:00,1942.500000,1942.50
1347,2015-09-11,18:47:00,1942.750000,1942.75
1348,2015-09-11,18:48:00,1943.750000,1943.75
1349,2015-09-11,18:49:00,1944.500000,1944.50
1350,2015-09-11,18:50:00,1944.750000,1944.75
1351,2015-09-11,18:51:00,1945.250000,1945.25
1352,2015-09-11,18:52:00,1945.500000,1945.50
1353,2015-09-11,18:53:00,1945.250000,1945.25
1354,2015-09-11,18:54:00,1944.500000,1944.50
1355,2015-09-11,18:55:00,1944.250000,1944.25
1356,2015-09-11,18:56:00,1944.000000,1944.00
1357,2015-09-11,18:57:00,1943.750000,1943.75
1358,2015-09-11,18:58:00,1943.250000,1943.25
1359,2015-09-11,18:59:00,1943.500000,1943.50
1360,2015-09-11,19:00:00,1944.000000,1944.00
1361,2015-09-11,19:01:00,1943.750000,1943.75
1362,2015-09-11,19:02:00,1943.750000,1943.75
1363,2015-09-11,19:03:00,1943.250000,1943.25
1364,2015-09-11,19:04:00,1943.500000,1943.50
1365,2015-09-11,19:05:00,1943.250000,1943.25
1366,2015-09-11,19:06:00,1943.500000,1943.50
1367,2015-09-11,19:07:00,1942.500000,1942.50
1368,2015-09-11,19:08:00,1942.250000,1942.25
1369,2015-09-11,19:09:00,1941.750000,1941.75
1370,2015-09-11,19:10:00,1942.000000,1942.00
1371,2015-09-11,19:11:00,1942.500000,1942.50
1372,2015-09-11,19:12:00,1942.000000,1942.00
1373,2015-09-11,19:13:00,1941.750000,1941.75
1374,2015-09-11,19:14:00,1941.500000,1941.50
1375,2015-09-11,19:15:00,1941.250000,1941.25
1376,2015-09-11,19:16:00,1941.250000,1941.25
1377,2015-09-11,19:17:00,1941.000000,1941.00
1378,2015-09-11,19:18:00,1941.250000,1941.25
1379,2015-09-11,19:19:00,1940.750000,1940.75
1380,2015-09-11,19:20:00,1940.000000,1940.00
1381,2015-09-11,19:21:00,1939.750000,1939.75
1382,2015-09-11,19:22:00,1939.000000,1939.00
1383,2015-09-11,19:23:00,1939.000000,1939.00
1384,2015-09-11,19:24:00,1938.750000,1938.75
1385,2015-09-11,19:25:00,1937.750000,1937.75
1386,2015-09-11,19:26:00,1938.750000,1938.75
1387,2015-09-11,19:27:00,1938.750000,1938.75
1388,2015-09-11,19:28:00,1937.750000,1937.75
1389,2015-09-11,19:29:00,1937.750000,1937.75
1390,2015-09-11,19:30:00,1937.500000,1937.50
1391,2015-09-11,19:31:00,1938.250000,1938.25
1392,2015-09-11,19:32:00,1938.250000,1938.25
1393,2015-09-11,19:33:00,1936.500000,1936.50
1394,2015-09-11,19:34:00,1936.750000,1936.75
1395,2015-09-11,19:35:00,1936.250000,1936.25
1396,2015-09-11,19:36:00,1936.000000,1936.00
1397,2015-09-11,19:37:00,1936.000000,1936.00
1398,2015-09-11,19:38:00,1936.750000,1936.75
1399,2015-09-11,19:39:00,1936.250000,1936.25
1400,2015-09-11,19:40:00,1937.500000,1937.50
1401,2015-09-11,19:41:00,1937.000000,1937.00
1402,2015-09-11,19:42:00,1937.500000,1937.50
1403,2015-09-11,19:43:00,1937.500000,1937.50
1404,2015-09-11,19:44:00,1938.500000,1938.50
1405,2015-09-11,19:45:00,1939.000000,1939.00
1406,2015-09-11,19:46:00,1937.500000,1937.50
1407,2015-09-11,19:47:00,1937.750000,1937.75
1408,2015-09-11,19:48:00,1938.000000,1938.00
1409,2015-09-11,19:49:00,1937.750000,1937.75
1410,2015-09-11,19:50:00,1937.500000,1937.50
1411,2015-09-11,19:51:00,1937.750000,1937.75
1412,2015-09-11,19:52:00,1938.000000,1938.00
1413,2015-09-11,19:53:00,1937.750000,1937.75
1414,2015-09-11,19:54:00,1938.250000,1938.25
1415,2015-09-11,19:55:00,1939.500000,1939.50
1416,2015-09-11,19:56:00,1939.000000,1939.00
1417,2015-09-11,19:57:00,1939.000000,1939.00
1418,2015-09-11,19:58:00,1939.250000,1939.25
1419,2015-09-11,19:59:00,1939.000000,1939.00
1420,2015-09-11,20:00:00,1938.500000,1938.50
1421,2015-09-11,20:01:00,1938.500000,1938.50
1422,2015-09-11,20:02:00,1938.000000,1938.00
1423,2015-09-11,20:03:00,1936.750000,1936.75
1424,2015-09-11,20:04:00,1937.000000,1937.00
1425,2015-09-11,20:05:00,1937.000000,1937.00
1426,2015-09-11,20:06:00,1936.500000,1936.50
1427,2015-09-11,20:07:00,1936.250000,1936.25
1428,2015-09-11,20:08:00,1936.500000,1936.50
1429,2015-09-11,20:09:00,1938.000000,1938.00
1430,2015-09-11,20:10:00,1937.750000,1937.75
1431,2015-09-11,20:11:00,1938.750000,1938.75
1432,2015-09-11,20:12:00,1938.500000,1938.50
1433,2015-09-11,20:13:00,1938.500000,1938.50
1434,2015-09-11,20:14:00,1937.750000,1937.75
1435,2015-09-11,20:15:00,1937.750000,1937.75
1436,2015-09-11,20:16:00,1938.250000,1938.25
1437,2015-09-11,20:17:00,1939.250000,1939.25
1438,2015-09-11,20:18:00,1939.250000,1939.25
1439,2015-09-11,20:19:00,1938.750000,1938.75
1440,2015-09-11,20:20:00,1939.500000,1939.50
1441,2015-09-11,20:21:00,1941.250000,1941.25
1442,2015-09-11,20:22:00,1941.750000,1941.75
1443,2015-09-11,20:23:00,1941.500000,1941.50
1444,2015-09-11,20:24:00,1941.750000,1941.75
1445,2015-09-11,20:25:00,1941.500000,1941.50
1446,2015-09-11,20:26:00,1941.500000,1941.50
1447,2015-09-11,20:27:00,1940.750000,1940.75
1448,2015-09-11,20:28:00,1940.500000,1940.50
1449,2015-09-11,20:29:00,1940.250000,1940.25
1450,2015-09-11,20:30:00,1941.500000,1941.50
1451,2015-09-11,20:31:00,1943.500000,1943.50
1452,2015-09-11,20:32:00,1943.250000,1943.25
1453,2015-09-11,20:33:00,1943.000000,1943.00
1454,2015-09-11,20:34:00,1942.500000,1942.50
1455,2015-09-11,20:35:00,1942.750000,1942.75
1456,2015-09-11,20:36:00,1943.000000,1943.00
1457,2015-09-11,20:37:00,1943.250000,1943.25
1458,2015-09-11,20:38:00,1945.000000,1945.00
1459,2015-09-11,20:39:00,1944.500000,1944.50
1460,2015-09-11,20:40:00,1943.750000,1943.75
1461,2015-09-11,20:41:00,1943.250000,1943.25
1462,2015-09-11,20:42:00,1943.500000,1943.50
1463,2015-09-11,20:43:00,1943.500000,1943.50
1464,2015-09-11,20:44:00,1943.000000,1943.00
1465,2015-09-11,20:45:00,1943.250000,1943.25
1466,2015-09-11,20:46:00,1944.000000,1944.00
1467,2015-09-11,20:47:00,1943.250000,1943.25
1468,2015-09-11,20:48:00,1943.000000,1943.00
1469,2015-09-11,20:49:00,1942.750000,1942.75
1470,2015-09-11,20:50:00,1943.250000,1943.25
1471,2015-09-11,20:51:00,1942.500000,1942.50
1472,2015-09-11,20:52:00,1942.250000,1942.25
1473,2015-09-11,20:53:00,1941.250000,1941.25
1474,2015-09-11,20:54:00,1942.000000,1942.00
1475,2015-09-11,20:55:00,1942.500000,1942.50
1476,2015-09-11,20:56:00,1942.500000,1942.50
1477,2015-09-11,20:57:00,1943.000000,1943.00
1478,2015-09-11,20:58:00,1943.000000,1943.00
1479,2015-09-11,20:59:00,1942.500000,1942.50
1480,2015-09-11,21:00:00,1943.500000,1943.50
1481,2015-09-11,21:01:00,1943.250000,1943.25
1482,2015-09-11,21:02:00,1943.500000,1943.50
1483,2015-09-11,21:03:00,1944.750000,1944.75
1484,2015-09-11,21:04:00,1943.750000,1943.75
1485,2015-09-11,21:05:00,1944.000000,1944.00
1486,2015-09-11,21:06:00,1944.250000,1944.25
1487,2015-09-11,21:07:00,1946.000000,1946.00
1488,2015-09-11,21:08:00,1945.750000,1945.75
1489,2015-09-11,21:09:00,1945.250000,1945.25
1490,2015-09-11,21:10:00,1944.750000,1944.75
1491,2015-09-11,21:11:00,1944.500000,1944.50
1492,2015-09-11,21:12:00,1944.750000,1944.75
1493,2015-09-11,21:13:00,1946.000000,1946.00
1494,2015-09-11,21:14:00,1945.750000,1945.75
1495,2015-09-11,21:15:00,1946.250000,1946.25
1496,2015-09-11,21:16:00,1947.000000,1947.00
1497,2015-09-11,21:17:00,1947.250000,1947.25
1498,2015-09-11,21:18:00,1946.500000,1946.50
1499,2015-09-11,21:19:00,1946.500000,1946.50
1500,2015-09-11,21:20:00,1945.250000,1945.25
1501,2015-09-11,21:21:00,1945.750000,1945.75
1502,2015-09-11,21:22:00,1945.250000,1945.25
1503,2015-09-11,21:23:00,1944.000000,1944.00
1504,2015-09-11,21:24:00,1944.250000,1944.25
1505,2015-09-11,21:25:00,1943.750000,1943.75
1506,2015-09-11,21:26:00,1944.500000,1944.50
1507,2015-09-11,21:27:00,1944.250000,1944.25
1508,2015-09-11,21:28:00,1945.250000,1945.25
1509,2015-09-11,21:29:00,1944.750000,1944.75
1510,2015-09-11,21:30:00,1944.250000,1944.25
1511,2015-09-11,21:31:00,1943.000000,1943.00
1512,2015-09-11,21:32:00,1944.250000,1944.25
1513,2015-09-11,21:33:00,1944.250000,1944.25
1514,2015-09-11,21:34:00,1943.250000,1943.25
1515,2015-09-11,21:35:00,1943.500000,1943.50
1516,2015-09-11,21:36:00,1944.500000,1944.50
1517,2015-09-11,21:37:00,1944.500000,1944.50
1518,2015-09-11,21:38:00,1943.750000,1943.75
1519,2015-09-11,21:39:00,1945.250000,1945.25
1520,2015-09-11,21:40:00,1945.500000,1945.50
1521,2015-09-11,21:41:00,1944.250000,1944.25
1522,2015-09-11,21:42:00,1944.500000,1944.50
1523,2015-09-11,21:43:00,1944.250000,1944.25
1524,2015-09-11,21:44:00,1943.750000,1943.75
1525,2015-09-11,21:45:00,1945.250000,1945.25
1526,2015-09-11,21:46:00,1944.500000,1944.50
1527,2015-09-11,21:47:00,1945.250000,1945.25
1528,2015-09-11,21:48:00,1944.000000,1944.00
1529,2015-09-11,21:49:00,1944.000000,1944.00
1530,2015-09-11,21:50:00,1945.000000,1945.00
1531,2015-09-11,21:51:00,1945.000000,1945.00
1532,2015-09-11,21:52:00,1946.250000,1946.25
1533,2015-09-11,21:53:00,1945.250000,1945.25
1534,2015-09-11,21:54:00,1945.250000,1945.25
1535,2015-09-11,21:55:00,1945.500000,1945.50
1536,2015-09-11,21:56:00,1946.500000,1946.50
1537,2015-09-11,21:57:00,1947.500000,1947.50
1538,2015-09-11,21:58:00,1947.750000,1947.75
1539,2015-09-11,21:59:00,1948.500000,1948.50
1540,2015-09-11,22:00:00,1950.750000,1950.75
1541,2015-09-11,22:01:00,1950.750000,1950.75
1542,2015-09-11,22:02:00,1951.000000,1951.00
1543,2015-09-11,22:03:00,1950.750000,1950.75
1544,2015-09-11,22:04:00,1951.000000,1951.00
1545,2015-09-11,22:05:00,1950.500000,1950.50
1546,2015-09-11,22:06:00,1950.250000,1950.25
1547,2015-09-11,22:07:00,1950.750000,1950.75
1548,2015-09-11,22:08:00,1951.000000,1951.00
1549,2015-09-11,22:09:00,1950.500000,1950.50
1550,2015-09-11,22:10:00,1950.250000,1950.25
1551,2015-09-11,22:11:00,1950.000000,1950.00
1552,2015-09-11,22:12:00,1951.000000,1951.00
1553,2015-09-11,22:13:00,1951.000000,1951.00
1554,2015-09-11,22:14:00,1950.500000,1950.50
1555,2015-09-11,22:30:00,1950.500000,1950.50
1556,2015-09-11,22:31:00,1950.250000,1950.25
1557,2015-09-11,22:32:00,1950.250000,1950.25
1558,2015-09-11,22:33:00,1951.250000,1951.25
1559,2015-09-11,22:34:00,1951.000000,1951.00
1560,2015-09-11,22:35:00,1950.500000,1950.50
1561,2015-09-11,22:36:00,1950.750000,1950.75
1562,2015-09-11,22:37:00,1950.500000,1950.50
1563,2015-09-11,22:38:00,1950.750000,1950.75
1564,2015-09-11,22:39:00,1950.750000,1950.75
1565,2015-09-11,22:40:00,1950.500000,1950.50
1566,2015-09-11,22:41:00,1950.750000,1950.75
1567,2015-09-11,22:42:00,1951.000000,1951.00
1568,2015-09-11,22:43:00,1950.750000,1950.75
1569,2015-09-11,22:44:00,1950.750000,1950.75
1570,2015-09-11,22:45:00,1950.750000,1950.75
1571,2015-09-11,22:46:00,1950.750000,1950.75
1572,2015-09-11,22:47:00,1950.500000,1950.50
1573,2015-09-11,22:48:00,1950.500000,1950.50
1574,2015-09-11,22:49:00,1950.250000,1950.25
1575,2015-09-11,22:50:00,1950.500000,1950.50
1576,2015-09-11,22:51:00,1950.250000,1950.25
1577,2015-09-11,22:52:00,1950.250000,1950.25
1578,2015-09-11,22:53:00,1951.000000,1951.00
1579,2015-09-11,22:54:00,1951.000000,1951.00
1580,2015-09-11,22:55:00,1952.250000,1952.25
1581,2015-09-11,22:56:00,1952.000000,1952.00
1582,2015-09-11,22:57:00,1952.250000,1952.25
1583,2015-09-11,22:58:00,1952.000000,1952.00
1584,2015-09-11,22:59:00,1951.750000,1951.75
1585,2015-09-11,23:00:00,1951.500000,1951.50
1586,2015-09-11,23:01:00,1951.750000,1951.75
1587,2015-09-11,23:02:00,1951.750000,1951.75
1588,2015-09-11,23:03:00,1951.750000,1951.75
1589,2015-09-11,23:04:00,1952.000000,1952.00
1590,2015-09-11,23:05:00,1952.000000,1952.00
1591,2015-09-11,23:06:00,1951.000000,1951.00
1592,2015-09-11,23:07:00,1951.250000,1951.25
1593,2015-09-11,23:08:00,1951.500000,1951.50
1594,2015-09-11,23:09:00,1951.250000,1951.25
1595,2015-09-11,23:10:00,1951.500000,1951.50
1596,2015-09-11,23:11:00,1951.500000,1951.50
1597,2015-09-11,23:12:00,1951.500000,1951.50
1598,2015-09-11,23:13:00,1951.750000,1951.75
1599,2015-09-11,23:14:00,1952.250000,1952.25
