날짜,전체거래의 이익,전체거래의 이익 누적,매수거래의 이익,매수거래의 이익 누적,매도거래의 이익,매도거래의 이익누적,전체거래의 거래횟수,매수거래의 거래횟수,매도거래의 거래횟수,가격
2013-08-07,-0.00160,0.05410,-0.00160,0.02300,0.00000,0.03110,1.00,1.00,0.00,1.33
2013-08-08,0.00000,0.05410,0.00000,0.02300,0.00000,0.03110,0.00,0.00,0.00,1.34
2013-08-09,-0.00100,0.05310,-0.00100,0.02200,0.00000,0.03110,1.00,1.00,0.00,1.34
2013-08-12,0.00340,0.05650,0.00000,0.02200,0.00340,0.03450,1.00,0.00,1.00,1.33
2013-08-13,0.00210,0.05860,0.00000,0.02200,0.00210,0.03660,1.00,0.00,1.00,1.33
2013-08-14,0.00000,0.05860,0.00000,0.02200,0.00000,0.03660,0.00,0.00,0.00,1.33
2013-08-15,-0.00100,0.05760,0.00000,0.02200,-0.00100,0.03560,1.00,0.00,1.00,1.32
2013-08-16,-0.00020,0.05740,-0.00020,0.02180,0.00000,0.03560,1.00,1.00,0.00,1.34
2013-08-19,-0.00280,0.05460,0.00000,0.02180,-0.00280,0.03280,1.00,0.00,1.00,1.33
2013-08-20,-0.00400,0.05060,0.00000,0.02180,-0.00400,0.02880,1.00,0.00,1.00,1.34
2013-08-21,0.00210,0.05270,0.00000,0.02180,0.00210,0.03090,1.00,0.00,1.00,1.34
2013-08-22,0.00320,0.05590,0.00000,0.02180,0.00320,0.03410,1.00,0.00,1.00,1.33
2013-08-23,0.00130,0.05720,0.00160,0.02340,-0.00030,0.03380,2.00,1.00,1.00,1.33
2013-08-26,-0.00110,0.05610,-0.00110,0.02230,0.00000,0.03380,1.00,1.00,0.00,1.34
2013-08-27,-0.00410,0.05200,-0.00410,0.01820,0.00000,0.03380,1.00,1.00,0.00,1.34
2013-08-28,0.00310,0.05510,0.00000,0.01820,0.00310,0.03690,1.00,0.00,1.00,1.33
2013-08-29,0.00580,0.06090,0.00000,0.01820,0.00580,0.04270,1.00,0.00,1.00,1.32
2013-08-30,0.00030,0.06120,0.00000,0.01820,0.00030,0.04300,1.00,0.00,1.00,1.32
2013-09-03,0.00100,0.06220,0.00000,0.01820,0.00100,0.04400,1.00,0.00,1.00,1.32
2013-09-04,0.00000,0.06220,0.00000,0.01820,0.00000,0.04400,0.00,0.00,0.00,1.32
2013-09-05,0.00000,0.06220,0.00000,0.01820,0.00000,0.04400,0.00,0.00,0.00,1.32
2013-09-06,0.00000,0.06220,0.00000,0.01820,0.00000,0.04400,0.00,0.00,0.00,1.32
2013-09-09,-0.00210,0.06010,0.00000,0.01820,-0.00210,0.04190,1.00,0.00,1.00,1.32
2013-09-10,-0.00240,0.05770,-0.00240,0.01580,0.00000,0.04190,1.00,1.00,0.00,1.33
2013-09-11,0.00070,0.05840,0.00070,0.01650,0.00000,0.04190,1.00,1.00,0.00,1.33
2013-09-12,0.00000,0.05840,0.00000,0.01650,0.00000,0.04190,0.00,0.00,0.00,1.33
2013-09-16,-0.00110,0.05730,-0.00110,0.01540,0.00000,0.04190,1.00,1.00,0.00,1.34
2013-09-17,0.00130,0.05860,0.00130,0.01670,0.00000,0.04190,1.00,1.00,0.00,1.34
2013-09-18,0.00000,0.05860,0.00000,0.01670,0.00000,0.04190,0.00,0.00,0.00,1.34
2013-09-19,0.00090,0.05950,0.00090,0.01760,0.00000,0.04190,1.00,1.00,0.00,1.36
2013-09-20,0.00000,0.05950,0.00000,0.01760,0.00000,0.04190,0.00,0.00,0.00,1.35
2013-09-23,-0.00250,0.05700,-0.00250,0.01510,0.00000,0.04190,1.00,1.00,0.00,1.35
2013-09-24,0.00100,0.05800,0.00000,0.01510,0.00100,0.04290,1.00,0.00,1.00,1.35
2013-09-25,-0.00400,0.05400,0.00000,0.01510,-0.00400,0.03890,1.00,0.00,1.00,1.35
2013-09-26,-0.00260,0.05140,-0.00260,0.01250,0.00000,0.03890,1.00,1.00,0.00,1.35
2013-09-27,-0.00410,0.04730,0.00000,0.01250,-0.00410,0.03480,1.00,0.00,1.00,1.36
2013-09-30,0.00010,0.04740,0.00000,0.01250,0.00010,0.03490,1.00,0.00,1.00,1.35
2013-10-01,0.00000,0.04740,0.00000,0.01250,0.00000,0.03490,1.00,0.00,1.00,1.35
2013-10-02,-0.00050,0.04690,-0.00050,0.01200,0.00000,0.03490,1.00,1.00,0.00,1.36
2013-10-03,-0.00010,0.04680,-0.00010,0.01190,0.00000,0.03490,1.00,1.00,0.00,1.36
2013-10-04,-0.00390,0.04290,-0.00390,0.00800,0.00000,0.03490,1.00,1.00,0.00,1.36
2013-10-07,-0.00010,0.04280,0.00000,0.00800,-0.00010,0.03480,1.00,0.00,1.00,1.36
2013-10-08,0.00080,0.04360,0.00080,0.00880,0.00000,0.03480,1.00,1.00,0.00,1.36
2013-10-09,0.00510,0.04870,0.00000,0.00880,0.00510,0.03990,1.00,0.00,1.00,1.35
2013-10-10,0.00000,0.04870,0.00000,0.00880,0.00000,0.03990,0.00,0.00,0.00,1.35
2013-10-11,-0.00410,0.04460,0.00000,0.00880,-0.00410,0.03580,1.00,0.00,1.00,1.36
2013-10-14,-0.00060,0.04400,-0.00060,0.00820,0.00000,0.03580,1.00,1.00,0.00,1.36
2013-10-15,0.00000,0.04400,0.00000,0.00820,0.00000,0.03580,0.00,0.00,0.00,1.35
2013-10-16,0.00000,0.04400,0.00000,0.00820,0.00000,0.03580,0.00,0.00,0.00,1.35
2013-10-17,0.00000,0.04400,0.00000,0.00820,0.00000,0.03580,0.00,0.00,0.00,1.37
2013-10-21,0.00030,0.04430,0.00000,0.00820,0.00030,0.03610,1.00,0.00,1.00,1.37
2013-10-22,-0.00040,0.04390,0.00000,0.00820,-0.00040,0.03570,1.00,0.00,1.00,1.38
2013-10-23,-0.00190,0.04200,0.00000,0.00820,-0.00190,0.03380,1.00,0.00,1.00,1.38
2013-10-24,-0.00080,0.04120,-0.00080,0.00740,0.00000,0.03380,1.00,1.00,0.00,1.38
2013-10-25,-0.00250,0.03870,0.00000,0.00740,-0.00250,0.03130,1.00,0.00,1.00,1.38
2013-10-28,0.00230,0.04100,0.00230,0.00970,0.00000,0.03130,1.00,1.00,0.00,1.38
2013-10-29,0.00210,0.04310,0.00000,0.00970,0.00210,0.03340,1.00,0.00,1.00,1.37
2013-10-30,0.00400,0.04710,0.00000,0.00970,0.00400,0.03740,1.00,0.00,1.00,1.37
2013-10-31,0.00500,0.05210,0.00000,0.00970,0.00500,0.04240,1.00,0.00,1.00,1.36
2013-11-01,0.00340,0.05550,0.00000,0.00970,0.00340,0.04580,1.00,0.00,1.00,1.35
2013-11-04,0.00000,0.05550,0.00000,0.00970,0.00000,0.04580,0.00,0.00,0.00,1.35
2013-11-05,0.00000,0.05550,0.00000,0.00970,0.00000,0.04580,0.00,0.00,0.00,1.35
2013-11-06,0.00000,0.05550,0.00000,0.00970,0.00000,0.04580,0.00,0.00,0.00,1.35
2013-11-07,0.00650,0.06200,0.00650,0.01620,0.00000,0.04580,1.00,1.00,0.00,1.34
2013-11-08,0.00400,0.06600,0.00000,0.01620,0.00400,0.04980,1.00,0.00,1.00,1.34
2013-11-11,-0.00110,0.06490,0.00000,0.01620,-0.00110,0.04870,1.00,0.00,1.00,1.34
2013-11-12,0.00050,0.06540,0.00050,0.01670,0.00000,0.04870,1.00,1.00,0.00,1.34
2013-11-13,0.00430,0.06970,0.00430,0.02100,0.00000,0.04870,1.00,1.00,0.00,1.35
2013-11-14,0.00140,0.07110,0.00140,0.02240,0.00000,0.04870,1.00,1.00,0.00,1.35
2013-11-15,-0.00400,0.06710,0.00000,0.02240,-0.00400,0.04470,1.00,0.00,1.00,1.35
2013-11-18,0.00170,0.06880,0.00000,0.02240,0.00170,0.04640,1.00,0.00,1.00,1.35
2013-11-19,0.00250,0.07130,0.00250,0.02490,0.00000,0.04640,1.00,1.00,0.00,1.35
2013-11-20,-0.00410,0.06720,-0.00410,0.02080,0.00000,0.04640,1.00,1.00,0.00,1.34
2013-11-21,-0.00020,0.06700,0.00000,0.02080,-0.00020,0.04620,1.00,0.00,1.00,1.35
2013-11-22,0.00350,0.07050,0.00350,0.02430,0.00000,0.04620,1.00,1.00,0.00,1.36
2013-11-25,-0.00100,0.06950,-0.00100,0.02330,0.00000,0.04620,1.00,1.00,0.00,1.35
2013-11-26,0.00000,0.06950,0.00000,0.02330,0.00000,0.04620,0.00,0.00,0.00,1.36
2013-11-27,-0.00230,0.06720,-0.00230,0.02100,0.00000,0.04620,1.00,1.00,0.00,1.36
2013-12-02,0.00010,0.06730,0.00010,0.02110,0.00000,0.04620,1.00,1.00,0.00,1.35
2013-12-03,-0.00060,0.06670,0.00000,0.02110,-0.00060,0.04560,1.00,0.00,1.00,1.36
2013-12-04,0.00000,0.06670,0.00000,0.02110,0.00000,0.04560,0.00,0.00,0.00,1.36
2013-12-05,0.00000,0.06670,0.00000,0.02110,0.00000,0.04560,0.00,0.00,0.00,1.37
2013-12-06,0.00440,0.07110,0.00440,0.02550,0.00000,0.04560,1.00,1.00,0.00,1.37
2013-12-09,-0.00200,0.06910,0.00000,0.02550,-0.00200,0.04360,1.00,0.00,1.00,1.37
2013-12-10,0.00070,0.06980,0.00070,0.02620,0.00000,0.04360,1.00,1.00,0.00,1.38
2013-12-11,0.00220,0.07200,0.00220,0.02840,0.00000,0.04360,1.00,1.00,0.00,1.38
2013-12-12,-0.00300,0.06900,-0.00300,0.02540,0.00000,0.04360,1.00,1.00,0.00,1.37
2013-12-13,-0.00020,0.06880,0.00000,0.02540,-0.00020,0.04340,1.00,0.00,1.00,1.37
2013-12-16,0.00170,0.07050,0.00010,0.02550,0.00160,0.04500,2.00,1.00,1.00,1.38
2013-12-18,0.00030,0.07080,0.00030,0.02580,0.00000,0.04500,1.00,1.00,0.00,1.37
2013-12-19,0.00090,0.07170,0.00000,0.02580,0.00090,0.04590,1.00,0.00,1.00,1.37
2013-12-20,-0.00410,0.06760,0.00000,0.02580,-0.00410,0.04180,1.00,0.00,1.00,1.37
2013-12-23,-0.00090,0.06670,-0.00090,0.02490,0.00000,0.04180,1.00,1.00,0.00,1.37
2013-12-24,-0.00040,0.06630,-0.00040,0.02450,0.00000,0.04180,1.00,1.00,0.00,1.37
2013-12-26,-0.00030,0.06600,-0.00030,0.02420,0.00000,0.04180,1.00,1.00,0.00,1.37
2013-12-27,-0.00490,0.06110,-0.00490,0.01930,0.00000,0.04180,1.00,1.00,0.00,1.37
2013-12-30,-0.00160,0.05950,0.00000,0.01930,-0.00160,0.04020,1.00,0.00,1.00,1.38
2013-12-31,-0.00380,0.05570,-0.00380,0.01550,0.00000,0.04020,1.00,1.00,0.00,1.37
2014-01-02,0.00090,0.05660,0.00090,0.01640,0.00000,0.04020,1.00,1.00,0.00,1.37
2014-01-03,0.00330,0.05990,0.00000,0.01640,0.00330,0.04350,1.00,0.00,1.00,1.36
2014-01-06,-0.00410,0.05580,0.00000,0.01640,-0.00410,0.03940,1.00,0.00,1.00,1.36
2014-01-07,-0.00180,0.05400,-0.00180,0.01460,0.00000,0.03940,1.00,1.00,0.00,1.36
2014-01-08,-0.00010,0.05390,-0.00010,0.01450,0.00000,0.03940,1.00,1.00,0.00,1.36
2014-01-09,-0.00590,0.04800,-0.00590,0.00860,0.00000,0.03940,1.00,1.00,0.00,1.36
2014-01-10,0.00850,0.05650,0.00850,0.01710,0.00000,0.03940,1.00,1.00,0.00,1.37
2014-01-14,0.00000,0.05650,0.00000,0.01710,0.00000,0.03940,1.00,1.00,0.00,1.37
2014-01-15,0.00120,0.05770,0.00000,0.01710,0.00120,0.04060,1.00,0.00,1.00,1.36
2014-01-16,-0.00180,0.05590,0.00000,0.01710,-0.00180,0.03880,1.00,0.00,1.00,1.36
2014-01-17,0.00410,0.06000,0.00000,0.01710,0.00410,0.04290,1.00,0.00,1.00,1.35
2014-01-20,0.00010,0.06010,0.00000,0.01710,0.00010,0.04300,1.00,0.00,1.00,1.36
2014-01-21,0.00330,0.06340,0.00330,0.02040,0.00000,0.04300,1.00,1.00,0.00,1.36
2014-01-22,0.00220,0.06560,0.00000,0.02040,0.00220,0.04520,1.00,0.00,1.00,1.35
2014-01-23,0.00000,0.06560,0.00000,0.02040,0.00000,0.04520,0.00,0.00,0.00,1.37
2014-01-24,0.00000,0.06560,0.00000,0.02040,0.00000,0.04520,1.00,1.00,0.00,1.37
2014-01-27,0.00020,0.06580,0.00020,0.02060,0.00000,0.04520,1.00,1.00,0.00,1.37
2014-01-28,0.00210,0.06790,0.00210,0.02270,0.00000,0.04520,1.00,1.00,0.00,1.37
2014-01-29,-0.00640,0.06150,0.00000,0.02270,-0.00640,0.03880,1.00,0.00,1.00,1.37
2014-01-30,0.00360,0.06510,0.00000,0.02270,0.00360,0.04240,1.00,0.00,1.00,1.36
2014-01-31,0.00360,0.06870,0.00000,0.02270,0.00360,0.04600,1.00,0.00,1.00,1.35
2014-02-03,-0.00300,0.06570,0.00000,0.02270,-0.00300,0.04300,1.00,0.00,1.00,1.35
2014-02-04,-0.00020,0.06550,-0.00020,0.02250,0.00000,0.04300,1.00,1.00,0.00,1.35
2014-02-05,0.00050,0.06600,0.00000,0.02250,0.00050,0.04350,1.00,0.00,1.00,1.35
2014-02-06,0.00930,0.07530,0.00930,0.03180,0.00000,0.04350,1.00,1.00,0.00,1.36
