순번,신호종류,진입시간,청산시간,진입가격,청산가격,수익
0,매수진입,2012/11/20 14:30:00,2012/11/20 21:00:00,1.28000,1.28160,0.00160
0,매수진입,2012/11/21 14:30:00,2012/11/21 20:30:00,1.27560,1.28050,0.00490
0,매수진입,2012/11/26 14:30:00,2012/11/26 16:00:00,1.29590,1.29590,0.00000
0,매수진입,2012/12/03 14:30:00,2012/12/03 21:00:00,1.30360,1.30300,-0.00060
0,매수진입,2012/12/05 14:30:00,2012/12/05 21:00:00,1.31170,1.30930,-0.00240
0,매수진입,2012/12/06 14:30:00,2012/12/06 17:30:00,1.30570,1.30570,0.00000
1,매도진입,2012/12/06 17:30:00,2012/12/06 21:00:00,1.30570,1.30660,-0.00090
0,매도진입,2012/12/10 14:30:00,2012/12/10 18:30:00,1.29000,1.29090,-0.00090
0,매수진입,2012/12/12 14:30:00,2012/12/12 21:00:00,1.30030,1.30280,0.00250
0,매수진입,2012/12/17 14:30:00,2012/12/17 20:30:00,1.31720,1.31700,-0.00020
0,매수진입,2012/12/18 14:30:00,,1.31830,1.31930,0.00100
0,매수진입,2012/12/19 14:30:00,2012/12/19 21:00:00,1.32590,1.32870,0.00280
0,매수진입,2012/12/26 17:00:00,2012/12/26 21:00:00,1.32010,1.32260,0.00250
0,매수진입,2012/12/27 14:30:00,2012/12/27 15:00:00,1.32390,1.32390,0.00000
0,매도진입,2013/01/02 14:30:00,2013/01/02 21:00:00,1.32080,1.32600,-0.00520
0,매도진입,2013/01/03 14:30:00,2013/01/03 21:00:00,1.31440,1.31230,0.00210
0,매도진입,2013/01/07 14:30:00,2013/01/07 21:00:00,1.30490,1.30410,0.00080
0,매수진입,2013/01/09 14:30:00,2013/01/09 21:00:00,1.30880,1.30560,-0.00320
0,매도진입,2013/01/10 14:30:00,2013/01/10 19:00:00,1.30500,1.31070,-0.00570
0,매수진입,2013/01/14 14:30:00,2013/01/14 21:00:00,1.33990,1.33700,-0.00290
0,매수진입,2013/01/15 14:30:00,2013/01/15 21:00:00,1.33700,1.33530,-0.00170
0,매도진입,2013/01/16 14:30:00,2013/01/16 21:00:00,1.32920,1.33160,-0.00240
0,매수진입,2013/01/17 16:00:00,2013/01/17 21:00:00,1.33090,1.33690,0.00600
0,매수진입,2013/01/22 14:30:00,2013/01/22 18:30:00,1.33520,1.33060,-0.00460
0,매수진입,2013/01/23 14:30:00,2013/01/23 21:00:00,1.33180,1.33420,0.00240
0,매수진입,2013/01/28 14:30:00,2013/01/28 21:00:00,1.34680,1.34410,-0.00270
0,매도진입,2013/01/29 14:30:00,2013/01/29 19:30:00,1.34580,1.34480,0.00100
0,매수진입,2013/01/30 14:30:00,2013/01/30 21:00:00,1.34900,1.35490,0.00590
0,매수진입,2013/02/04 14:30:00,2013/02/04 19:00:00,1.36290,1.35890,-0.00400
0,매도진입,2013/02/06 20:30:00,2013/02/06 21:00:00,1.35410,1.35350,0.00060
0,매수진입,2013/02/07 14:30:00,2013/02/07 21:00:00,1.35190,1.35680,0.00490
0,매도진입,2013/02/11 14:30:00,2013/02/11 21:00:00,1.33790,1.33850,-0.00060
0,매수진입,2013/02/12 14:30:00,2013/02/12 21:00:00,1.33820,1.34480,0.00660
0,매도진입,2013/02/19 14:30:00,2013/02/19 21:00:00,1.33520,1.33390,0.00130
0,매수진입,2013/02/20 14:30:00,2013/02/20 21:00:00,1.34100,1.33790,-0.00310
0,매도진입,2013/02/21 14:30:00,2013/02/21 21:00:00,1.32550,1.31830,0.00720
0,매수진입,2013/02/25 14:30:00,2013/02/25 21:00:00,1.31950,1.32700,0.00750
0,매도진입,2013/02/27 14:30:00,2013/02/27 20:30:00,1.30580,1.30980,-0.00400
0,매도진입,2013/03/04 14:30:00,2013/03/04 21:00:00,1.30220,1.30000,0.00220
0,매도진입,2013/03/05 14:30:00,2013/03/05 19:00:00,1.30370,1.30630,-0.00260
0,매수진입,2013/03/06 14:30:00,2013/03/06 21:00:00,1.30640,1.30440,-0.00200
0,매도진입,2013/03/07 14:30:00,2013/03/07 19:00:00,1.29930,1.30380,-0.00450
0,매도진입,2013/03/11 14:30:00,2013/03/11 21:00:00,1.30010,1.30010,0.00000
0,매수진입,2013/03/12 14:30:00,2013/03/12 21:00:00,1.30270,1.30100,-0.00170
0,매도진입,2013/03/13 14:30:00,2013/03/13 21:00:00,1.30400,1.30060,0.00340
0,매도진입,2013/03/14 14:30:00,2013/03/14 21:00:00,1.29500,1.29230,0.00270
0,매수진입,2013/03/18 14:30:00,2013/03/18 21:00:00,1.29010,1.29500,0.00490
0,매도진입,2013/03/19 14:30:00,2013/03/19 21:00:00,1.29630,1.29510,0.00120
0,매도진입,2013/03/20 14:30:00,2013/03/20 17:30:00,1.28810,1.29210,-0.00400
0,매수진입,2013/03/21 14:30:00,2013/03/21 17:30:00,1.29520,1.29070,-0.00450
0,매수진입,2013/03/25 14:30:00,2013/03/25 17:00:00,1.30460,1.30040,-0.00420
0,매도진입,2013/03/26 14:30:00,2013/03/26 21:00:00,1.28760,1.28600,0.00160
0,매도진입,2013/03/28 14:30:00,2013/03/28 19:30:00,1.27990,1.27960,0.00030
0,매수진입,2013/04/02 14:30:00,2013/04/02 21:00:00,1.28670,1.28410,-0.00260
0,매수진입,2013/04/03 14:30:00,2013/04/03 21:00:00,1.28120,1.28370,0.00250
0,매수진입,2013/04/08 14:30:00,2013/04/08 21:00:00,1.29910,1.30390,0.00480
0,매수진입,2013/04/09 14:30:00,2013/04/09 21:00:00,1.30530,1.30400,-0.00130
0,매수진입,2013/04/10 14:30:00,2013/04/10 21:00:00,1.30810,1.31060,0.00250
0,매도진입,2013/04/11 14:30:00,2013/04/11 19:30:00,1.30730,1.31310,-0.00580
0,매도진입,2013/04/15 14:30:00,2013/04/15 21:00:00,1.30820,1.30830,-0.00010
0,매수진입,2013/04/17 14:30:00,2013/04/17 20:00:00,1.31840,1.31410,-0.00430
0,매수진입,2013/04/25 14:30:00,2013/04/25 21:00:00,1.30530,1.30730,0.00200
0,매도진입,2013/04/29 14:30:00,2013/04/29 16:30:00,1.30510,1.30920,-0.00410
0,매수진입,2013/05/01 14:30:00,2013/05/01 15:00:00,1.31720,1.31740,0.00020
0,매수진입,2013/05/06 14:30:00,2013/05/06 21:00:00,1.31240,1.31070,-0.00170
0,매수진입,2013/05/07 14:30:00,2013/05/07 21:00:00,1.30880,1.31200,0.00320
0,매수진입,2013/05/08 14:30:00,2013/05/08 21:00:00,1.30960,1.31330,0.00370
0,매도진입,2013/05/13 14:30:00,2013/05/13 21:00:00,1.29840,1.29900,-0.00060
0,매도진입,2013/05/14 14:30:00,2013/05/14 21:00:00,1.30090,1.29670,0.00420
0,매도진입,2013/05/15 14:30:00,2013/05/15 21:00:00,1.29370,1.28600,0.00770
0,매도진입,2013/05/20 14:30:00,2013/05/20 21:00:00,1.28510,1.28640,-0.00130
0,매도진입,2013/05/21 14:30:00,2013/05/21 21:00:00,1.28900,1.28650,0.00250
0,매수진입,2013/05/22 14:30:00,2013/05/22 21:00:00,1.29150,1.29340,0.00190
0,매도진입,2013/05/23 14:30:00,2013/05/23 18:00:00,1.28480,1.28940,-0.00460
0,매수진입,2013/06/03 14:30:00,2013/06/03 21:00:00,1.30100,1.30000,-0.00100
0,매수진입,2013/06/04 14:30:00,2013/06/04 21:00:00,1.30630,1.30840,0.00210
0,매수진입,2013/06/06 14:30:00,2013/06/06 21:00:00,1.31030,1.31210,0.00180
0,매수진입,2013/06/07 14:30:00,2013/06/07 21:00:00,1.32550,1.32580,0.00030
0,매수진입,2013/06/11 14:30:00,2013/06/11 21:00:00,1.32710,1.32810,0.00100
0,매수진입,2013/06/12 14:30:00,2013/06/12 21:00:00,1.32980,1.32720,-0.00260
0,매수진입,2013/06/13 14:30:00,2013/06/13 21:00:00,1.33590,1.33130,-0.00460
0,매수진입,2013/06/14 14:30:00,2013/06/14 21:00:00,1.33600,1.33150,-0.00450
0,매수진입,2013/06/17 14:30:00,2013/06/17 21:00:00,1.33310,1.33460,0.00150
0,매도진입,2013/06/18 14:30:00,2013/06/18 18:30:00,1.33580,1.33990,-0.00410
0,매수진입,2013/06/19 14:30:00,2013/06/19 21:00:00,1.33970,1.34060,0.00090
0,매도진입,2013/06/20 14:30:00,2013/06/20 21:00:00,1.32620,1.32050,0.00570
0,매도진입,2013/06/24 14:30:00,2013/06/24 21:00:00,1.31090,1.31030,0.00060
0,매도진입,2013/06/25 14:30:00,2013/06/25 21:00:00,1.31230,1.31440,-0.00210
0,매도진입,2013/06/26 14:30:00,2013/06/26 21:00:00,1.30760,1.30280,0.00480
0,매수진입,2013/07/02 14:30:00,2013/07/02 21:00:00,1.30630,1.30330,-0.00300
0,매수진입,2013/07/03 14:30:00,2013/07/03 15:00:00,1.29750,1.29680,-0.00070
1,매도진입,2013/07/03 15:00:00,2013/07/03 21:00:00,1.29680,1.29640,0.00040
0,매도진입,2013/07/08 14:30:00,2013/07/08 19:30:00,1.28210,1.28610,-0.00400
0,매도진입,2013/07/09 14:30:00,2013/07/09 21:00:00,1.28700,1.28690,0.00010
0,매도진입,2013/07/10 14:30:00,2013/07/10 19:30:00,1.27900,1.28200,-0.00300
0,매수진입,2013/07/11 14:30:00,2013/07/11 15:30:00,1.31320,1.30890,-0.00430
0,매도진입,2013/07/15 14:30:00,2013/07/15 21:00:00,1.30760,1.30080,0.00680
0,매도진입,2013/07/16 14:30:00,2013/07/16 16:00:00,1.30870,1.30840,0.00030
1,매수진입,2013/07/16 16:00:00,2013/07/16 21:00:00,1.30840,1.31190,0.00350
0,매도진입,2013/07/18 14:30:00,2013/07/18 15:00:00,1.30950,1.31010,-0.00060
0,매수진입,2013/07/22 14:30:00,2013/07/22 21:00:00,1.31570,1.31720,0.00150
0,매수진입,2013/07/24 14:30:00,2013/07/24 21:00:00,1.32100,1.32510,0.00410
0,매수진입,2013/07/29 14:30:00,2013/07/29 21:00:00,1.32760,1.32770,0.00010
0,매수진입,2013/07/30 14:30:00,2013/07/30 21:00:00,1.32650,1.32940,0.00290
0,매수진입,2013/07/31 14:30:00,2013/07/31 21:00:00,1.32600,1.32750,0.00150
0,매수진입,2013/08/01 14:30:00,2013/08/01 21:00:00,1.32700,1.32370,-0.00330
0,매도진입,2013/08/05 14:30:00,2013/08/05 21:00:00,1.32790,1.32630,0.00160
0,매수진입,2013/08/07 14:30:00,2013/08/07 18:00:00,1.33020,1.32860,-0.00160
0,매수진입,2013/08/09 18:30:00,2013/08/09 21:00:00,1.33830,1.33730,-0.00100
0,매도진입,2013/08/12 14:30:00,2013/08/12 21:00:00,1.33250,1.32910,0.00340
0,매도진입,2013/08/13 15:00:00,2013/08/13 21:00:00,1.33070,1.32860,0.00210
0,매도진입,2013/08/15 14:30:00,2013/08/15 21:00:00,1.32890,1.32990,-0.00100
0,매수진입,2013/08/16 14:30:00,2013/08/16 21:00:00,1.33450,1.33430,-0.00020
0,매도진입,2013/08/19 14:30:00,2013/08/19 21:00:00,1.33260,1.33540,-0.00280
0,매도진입,2013/08/20 14:30:00,2013/08/20 19:00:00,1.33530,1.33930,-0.00400
0,매도진입,2013/08/21 14:30:00,2013/08/21 21:00:00,1.34130,1.33920,0.00210
0,매도진입,2013/08/22 14:30:00,2013/08/22 21:00:00,1.33450,1.33130,0.00320
0,매도진입,2013/08/23 14:30:00,2013/08/23 15:30:00,1.33380,1.33410,-0.00030
1,매수진입,2013/08/23 15:30:00,2013/08/23 21:00:00,1.33410,1.33570,0.00160
0,매수진입,2013/08/26 14:30:00,2013/08/26 21:00:00,1.33830,1.33720,-0.00110
0,매수진입,2013/08/27 14:30:00,2013/08/27 17:30:00,1.33760,1.33350,-0.00410
0,매도진입,2013/08/28 14:30:00,2013/08/28 21:00:00,1.33770,1.33460,0.00310
0,매도진입,2013/08/29 14:30:00,2013/08/29 21:00:00,1.33160,1.32580,0.00580
0,매도진입,2013/08/30 14:30:00,2013/08/30 21:00:00,1.32410,1.32380,0.00030
0,매도진입,2013/09/03 14:30:00,2013/09/03 21:00:00,1.31810,1.31710,0.00100
0,매도진입,2013/09/09 14:30:00,2013/09/09 21:00:00,1.31720,1.31930,-0.00210
0,매수진입,2013/09/10 14:30:00,2013/09/10 19:30:00,1.32670,1.32430,-0.00240
0,매수진입,2013/09/11 14:30:00,2013/09/11 21:00:00,1.32560,1.32630,0.00070
0,매수진입,2013/09/16 14:30:00,2013/09/16 21:00:00,1.33680,1.33570,-0.00110
0,매수진입,2013/09/17 14:30:00,2013/09/17 21:00:00,1.33440,1.33570,0.00130
0,매수진입,2013/09/19 14:30:00,2013/09/19 21:00:00,1.35390,1.35480,0.00090
0,매수진입,2013/09/23 14:30:00,2013/09/23 21:00:00,1.35320,1.35070,-0.00250
0,매도진입,2013/09/24 14:30:00,2013/09/24 21:00:00,1.34970,1.34870,0.00100
0,매도진입,2013/09/25 14:30:00,2013/09/25 18:30:00,1.34680,1.35080,-0.00400
0,매수진입,2013/09/26 14:30:00,2013/09/26 21:00:00,1.35260,1.35000,-0.00260
0,매도진입,2013/09/27 14:30:00,2013/09/27 21:00:00,1.34960,1.35370,-0.00410
0,매도진입,2013/09/30 14:30:00,2013/09/30 21:00:00,1.34990,1.34980,0.00010
0,매도진입,2013/10/01 14:30:00,2013/10/01 21:00:00,1.35470,1.35470,0.00000
0,매수진입,2013/10/02 14:30:00,2013/10/02 21:00:00,1.35260,1.35210,-0.00050
0,매수진입,2013/10/03 14:30:00,2013/10/03 20:30:00,1.36070,1.36060,-0.00010
0,매수진입,2013/10/04 14:30:00,2013/10/04 21:00:00,1.36270,1.35880,-0.00390
0,매도진입,2013/10/07 14:30:00,2013/10/07 21:00:00,1.35690,1.35700,-0.00010
0,매수진입,2013/10/08 14:30:00,2013/10/08 21:00:00,1.35670,1.35750,0.00080
0,매도진입,2013/10/09 14:30:00,2013/10/09 21:00:00,1.35650,1.35140,0.00510
0,매도진입,2013/10/11 14:30:00,2013/10/11 19:00:00,1.35390,1.35800,-0.00410
0,매수진입,2013/10/14 14:30:00,2013/10/14 21:00:00,1.35680,1.35620,-0.00060
0,매도진입,2013/10/21 14:30:00,2013/10/21 21:00:00,1.36790,1.36760,0.00030
0,매도진입,2013/10/22 14:30:00,2013/10/22 21:00:00,1.36730,1.36770,-0.00040
0,매도진입,2013/10/23 14:30:00,2013/10/23 21:00:00,1.37610,1.37800,-0.00190
0,매수진입,2013/10/24 14:30:00,,1.38090,1.38010,-0.00080
0,매도진입,2013/10/25 14:30:00,2013/10/25 21:00:00,1.37840,1.38090,-0.00250
0,매수진입,2013/10/28 14:30:00,2013/10/28 21:00:00,1.37850,1.38080,0.00230
0,매도진입,2013/10/29 14:30:00,2013/10/29 21:00:00,1.37710,1.37500,0.00210
0,매도진입,2013/10/30 14:30:00,2013/10/30 21:00:00,1.37680,1.37280,0.00400
0,매도진입,2013/10/31 14:30:00,2013/10/31 21:00:00,1.36420,1.35920,0.00500
0,매도진입,2013/11/01 14:30:00,2013/11/01 21:00:00,1.35260,1.34920,0.00340
0,매수진입,2013/11/07 14:30:00,2013/11/07 21:00:00,1.33640,1.34290,0.00650
0,매도진입,2013/11/08 14:30:00,,1.34120,1.33720,0.00400
0,매도진입,2013/11/11 14:30:00,2013/11/11 16:00:00,1.33940,1.34050,-0.00110
0,매수진입,2013/11/12 14:30:00,2013/11/12 21:00:00,1.34230,1.34280,0.00050
0,매수진입,2013/11/13 14:30:00,2013/11/13 21:00:00,1.34190,1.34620,0.00430
0,매수진입,2013/11/14 14:30:00,2013/11/14 21:00:00,1.34430,1.34570,0.00140
0,매도진입,2013/11/15 14:30:00,2013/11/15 16:00:00,1.34560,1.34960,-0.00400
0,매도진입,2013/11/18 14:30:00,2013/11/18 21:00:00,1.35170,1.35000,0.00170
0,매수진입,2013/11/19 14:30:00,2013/11/19 21:00:00,1.35070,1.35320,0.00250
0,매수진입,2013/11/20 14:30:00,2013/11/20 16:30:00,1.35310,1.34900,-0.00410
0,매도진입,2013/11/21 14:30:00,2013/11/21 21:00:00,1.34590,1.34610,-0.00020
0,매수진입,2013/11/22 14:30:00,2013/11/22 21:00:00,1.35160,1.35510,0.00350
0,매수진입,2013/11/25 14:30:00,2013/11/25 16:30:00,1.35140,1.35040,-0.00100
0,매수진입,2013/11/27 14:30:00,2013/11/27 21:00:00,1.35960,1.35730,-0.00230
0,매수진입,2013/12/02 14:30:00,2013/12/02 21:00:00,1.35380,1.35390,0.00010
0,매도진입,2013/12/03 14:30:00,2013/12/03 21:00:00,1.35860,1.35920,-0.00060
0,매수진입,2013/12/06 14:30:00,2013/12/06 21:00:00,1.36520,1.36960,0.00440
0,매도진입,2013/12/09 14:30:00,2013/12/09 21:00:00,1.37200,1.37400,-0.00200
0,매수진입,2013/12/10 14:30:00,2013/12/10 21:00:00,1.37550,1.37620,0.00070
0,매수진입,2013/12/11 14:30:00,2013/12/11 21:00:00,1.37660,1.37880,0.00220
0,매수진입,2013/12/12 14:30:00,2013/12/12 21:00:00,1.37730,1.37430,-0.00300
0,매도진입,2013/12/13 14:30:00,2013/12/13 21:00:00,1.37310,1.37330,-0.00020
0,매도진입,2013/12/16 14:30:00,2013/12/16 16:00:00,1.37780,1.37620,0.00160
1,매수진입,2013/12/16 16:00:00,2013/12/16 21:00:00,1.37620,1.37630,0.00010
0,매수진입,2013/12/18 14:30:00,2013/12/18 21:00:00,1.37410,1.37440,0.00030
0,매도진입,2013/12/19 14:30:00,2013/12/19 21:00:00,1.36650,1.36560,0.00090
0,매도진입,2013/12/20 14:30:00,2013/12/20 16:30:00,1.36440,1.36850,-0.00410
0,매수진입,2013/12/23 14:30:00,2013/12/23 21:00:00,1.36990,1.36900,-0.00090
0,매수진입,2013/12/24 14:30:00,,1.36820,1.36780,-0.00040
0,매수진입,2013/12/26 14:30:00,2013/12/26 21:00:00,1.36940,1.36910,-0.00030
0,매수진입,2013/12/27 14:30:00,2013/12/27 17:00:00,1.38250,1.37760,-0.00490
0,매도진입,2013/12/30 14:30:00,2013/12/30 21:00:00,1.37860,1.38020,-0.00160
0,매수진입,2013/12/31 14:30:00,2013/12/31 21:00:00,1.37830,1.37450,-0.00380
